

ornaments
Material.009
0.000000,12.788972,-1.500600,
2.507280,12.780062,-1.398747,
1.845210,12.722358,-0.739197,
-2.609521,9.569411,0.837215,
-2.507280,9.350887,3.334954,
-1.845210,9.408591,2.675403,
-1.845210,9.408591,2.675403,
0.000000,9.260372,4.369551,
0.000000,9.341977,3.436806,
-2.609521,12.561538,1.098992,
-2.507280,12.780062,-1.398747,
-1.845210,12.722358,-0.739197,
0.000000,9.341977,3.436806,
2.507280,9.350887,3.334954,
1.845210,9.408591,2.675403,
0.000000,12.334103,3.698583,
2.507280,12.343014,3.596731,
0.000000,12.252498,4.631328,
-2.609521,12.561538,1.098992,
0.000000,12.788972,-1.500600,
2.609521,12.561538,1.098992,
1.845210,9.408591,2.675403,
3.545829,9.569411,0.837215,
2.609521,9.569411,0.837215,
0.000000,12.334103,3.698583,
-2.507280,12.343014,3.596731,
-1.845210,12.400717,2.937181,
-1.845210,9.408591,2.675403,
-0.000001,-10.256398,2.823891,
-2.621293,-10.161767,1.742248,
2.621290,-10.161767,1.742248,
2.609521,9.569411,0.837215,
3.707065,-9.933307,-0.869068,
-2.609521,9.569411,0.837215,
-2.621293,-10.161767,1.742248,
-3.707067,-9.933307,-0.869068,
-1.845210,9.730232,-1.000974,
-3.707067,-9.933307,-0.869068,
-2.621293,-9.704846,-3.480385,
0.000000,9.796846,-1.762377,
-2.621293,-9.704846,-3.480385,
-0.000001,-9.610215,-4.562028,
2.621290,-9.704846,-3.480385,
0.000000,9.796846,-1.762377,
-0.000001,-9.610215,-4.562028,
2.609521,9.569411,0.837215,
2.621290,-9.704846,-3.480385,
3.707065,-9.933307,-0.869068,
-3.245775,-12.561542,-1.099011,
-2.295110,-12.761574,1.187364,
2.295107,-12.361510,-3.385387,
0.000000,12.252498,4.631328,
2.507280,9.350887,3.334954,
0.000000,9.260372,4.369551,
2.507280,9.350887,3.334954,
3.545829,12.561538,1.098992,
3.545829,9.569411,0.837215,
3.545829,12.561538,1.098992,
2.507280,9.787936,-1.660524,
3.545829,9.569411,0.837215,
2.507280,12.780062,-1.398747,
0.000000,9.878451,-2.695122,
2.507280,9.787936,-1.660524,
0.000000,9.878451,-2.695122,
-2.507280,12.780062,-1.398747,
-2.507280,9.787936,-1.660524,
-2.507280,9.787936,-1.660524,
-3.545829,12.561538,1.098992,
-3.545829,9.569411,0.837215,
-3.545829,12.561538,1.098992,
-2.507280,9.350887,3.334954,
-3.545829,9.569411,0.837215,
-2.507280,9.350887,3.334954,
0.000000,12.252498,4.631328,
0.000000,9.260372,4.369551,
-1.845210,9.730232,-1.000974,
-3.545829,9.569411,0.837215,
-2.609521,9.569411,0.837215,
2.609521,12.561538,1.098992,
2.507280,12.343014,3.596731,
1.845210,12.400717,2.937181,
