

wall
Material.002
-2.795976,1.243645,2.671278,
-0.607614,1.243645,1.552161,
-2.107614,1.243645,1.552161,
-2.795930,1.408782,-0.678723,
0.285789,1.243645,-0.678723,
0.285808,1.408783,-0.678723,
-5.557690,1.243645,-0.678723,
-5.557690,1.408782,2.671278,
-5.557690,1.243645,2.671278,
0.442310,1.408783,2.671278,
0.442310,1.243693,-0.678723,
0.442310,1.243483,2.671278,
0.442310,1.408783,2.671278,
0.285808,1.408783,-0.678723,
0.442310,1.408783,-0.678723,
-2.795941,1.243645,-0.678723,
-5.557690,1.408782,-0.678723,
-5.557690,1.243645,-0.678723,
0.285789,-4.591215,2.671278,
0.442311,-4.591215,-0.678723,
0.285789,-4.591215,-0.678723,
0.285808,1.408783,-0.678723,
0.442310,1.243693,-0.678723,
0.442310,1.408783,-0.678723,
-2.107614,1.408782,1.552161,
-2.795930,1.408782,-0.678723,
-2.107614,1.408782,-0.147840,
0.442311,-4.591215,-0.678723,
0.442310,1.243483,2.671278,
0.442310,1.243693,-0.678723,
0.285789,1.243645,-0.678723,
0.442311,-4.591215,-0.678723,
0.442310,1.243693,-0.678723,
-2.796544,1.408782,2.671278,
-5.557690,1.408782,-0.678723,
-2.795930,1.408782,-0.678723,
-5.557690,1.243645,-0.678723,
-2.795976,1.243645,2.671278,
-2.795941,1.243645,-0.678723,
-2.795941,1.243645,-0.678723,
-0.607614,1.243645,-0.147840,
0.285789,1.243645,-0.678723,
-2.795941,1.243645,-0.678723,
-2.107614,1.243645,1.552161,
-2.107614,1.243645,-0.147840,
0.285789,1.243645,-0.678723,
-0.607614,1.243645,1.552161,
0.285789,1.243645,2.671278,
-2.796544,1.408782,2.671278,
-0.607614,1.408783,1.552161,
0.285616,1.408783,2.671278,
0.285808,1.408783,-0.678723,
-0.607614,1.408783,1.552161,
-0.607614,1.408783,-0.147840,
-2.795930,1.408782,-0.678723,
-0.607614,1.408783,-0.147840,
-2.107614,1.408782,-0.147840,
0.285789,-4.591215,2.671278,
0.285789,1.243645,-0.678723,
0.285789,1.243645,2.671278,
-0.624911,1.176234,1.544999,
-0.553667,1.179517,-0.195594,
-0.624911,1.176234,-0.123449,
-2.090137,1.176234,1.544999,
-1.376161,1.180421,1.635380,
-1.376194,1.177137,1.544999,
-0.624911,1.538940,1.544999,
-0.553667,1.535656,-0.195594,
-0.553667,1.535656,1.635380,
-2.090137,1.538940,1.544999,
-1.379870,1.536560,1.635380,
-2.165427,1.535656,1.635380,
-2.165427,1.179517,-0.195594,
-2.165427,1.535656,1.635380,
-2.165427,1.179517,1.635380,
-0.553667,1.179517,-0.195594,
-2.165427,1.535656,-0.195594,
-2.165427,1.179517,-0.195594,
-0.553667,1.179517,1.635380,
-0.553667,1.535656,-0.195594,
-0.553667,1.179517,-0.195594,
-2.090137,1.245795,-0.123450,
-0.624911,1.469379,-0.123449,
