

clock
DefaultMaterial
-1.112495,0.931546,-3.665811,
-1.439893,-0.931546,2.859081,
-1.112495,-0.931546,-3.665811,
1.367477,0.931546,2.859081,
1.184912,-0.931546,-2.052351,
1.367477,-0.931546,2.859081,
1.184912,0.931546,-2.052351,
-1.112495,-0.931546,-3.665811,
1.184912,-0.931546,-2.052351,
-1.439893,-0.931546,2.859081,
1.184912,-0.931546,-2.052351,
-1.112495,-0.931546,-3.665811,
-1.439893,0.931546,2.859081,
1.184912,0.931546,-2.052351,
1.367477,0.931546,2.859081,
18.842850,-1.116102,10.305853,
12.847092,0.799415,12.862064,
18.865973,0.746778,10.322043,
11.863791,-1.028621,10.208038,
16.564188,0.789313,8.715396,
11.886914,0.834259,10.224228,
18.842850,-1.116102,10.305853,
16.564188,0.789313,8.715396,
16.541065,-1.073566,8.699206,
12.823966,-1.063464,12.845874,
16.541065,-1.073566,8.699206,
11.863791,-1.028621,10.208038,
16.564188,0.789313,8.715396,
12.847092,0.799415,12.862064,
11.886914,0.834259,10.224228,
-7.117233,6.399084,26.245296,
-4.181488,-5.626069,27.760006,
-7.191705,-5.600579,26.193153,
-4.181488,-5.626069,27.760006,
-0.793823,6.349841,28.546486,
-0.868294,-5.649822,28.494347,
-0.793823,6.349841,28.546486,
2.522088,-5.670219,28.346130,
-0.868294,-5.649822,28.494347,
2.596559,6.329444,28.398270,
5.758608,-5.685870,27.325462,
2.522088,-5.670219,28.346130,
5.758608,-5.685870,27.325462,
8.695176,6.303954,25.554043,
8.620705,-5.695709,25.501904,
8.695176,6.303954,25.554043,
10.913329,-5.699065,22.999718,
8.620705,-5.695709,25.501904,
10.987801,6.300598,23.051857,
12.480244,-5.695710,19.989428,
10.913329,-5.699065,22.999718,
12.554715,6.303954,20.041571,
13.214665,-5.685870,16.676182,
12.480244,-5.695710,19.989428,
13.214665,-5.685870,16.676182,
13.141017,6.329444,13.337914,
13.066545,-5.670219,13.285772,
13.141017,6.329444,13.337914,
12.045976,-5.649822,10.049247,
13.066545,-5.670219,13.285772,
